subjID,eff_e,eff_s,equ_e,equ_s,decision,decision_raw
226,50,53,6.44,8.44,0,1
226,49,49,8.22,10.22,0,1
226,57,57,4.67,6.67,0,1
226,46,49,8.22,10.22,0,1
226,52,53,4.44,8.44,0,1
226,48,49,5.33,10.22,0,1
227,54,57,4,6.67,0,1
227,48,49,8.67,10.22,1,2
227,46,49,5.78,10.22,1,2
227,57,57,3.33,6.67,1,2
227,54,57,4.67,6.67,1,2
227,56,57,5.11,6.67,0,1
227,52,53,6.89,8.44,0,1
227,53,53,6.44,8.44,0,1
227,50,53,4.89,8.44,0,1
227,56,57,3.56,6.67,0,1
227,53,53,4.22,8.44,1,2
227,49,49,5.11,10.22,1,2
227,50,53,6.44,8.44,1,2
227,49,49,8.22,10.22,0,1
227,57,57,4.67,6.67,0,1
227,46,49,8.22,10.22,0,1
227,52,53,4.44,8.44,0,1
227,48,49,5.33,10.22,0,1
228,53,53,4.22,8.44,0,1
228,54,57,4.67,6.67,0,1
228,49,49,5.11,10.22,0,1
228,57,57,4.67,6.67,0,1
228,48,49,5.33,10.22,0,1
228,54,57,4,6.67,0,1
228,48,49,8.67,10.22,0,1
228,52,53,4.44,8.44,1,2
228,52,53,6.89,8.44,0,1
228,56,57,5.11,6.67,0,1
228,49,49,8.22,10.22,0,1
228,46,49,8.22,10.22,0,1
228,57,57,3.33,6.67,0,1
228,50,53,4.89,8.44,1,2
228,56,57,3.56,6.67,0,1
228,53,53,6.44,8.44,0,1
228,50,53,6.44,8.44,0,1
228,46,49,5.78,10.22,0,1
229,54,57,4,6.67,0,1
229,48,49,8.67,10.22,1,2
229,46,49,5.78,10.22,0,1
229,57,57,3.33,6.67,0,1
229,54,57,4.67,6.67,0,1
229,56,57,5.11,6.67,1,2
229,52,53,6.89,8.44,1,2
229,53,53,6.44,8.44,0,1
229,50,53,4.89,8.44,0,1
229,56,57,3.56,6.67,0,1
229,53,53,4.22,8.44,0,1
229,49,49,5.11,10.22,0,1
229,50,53,6.44,8.44,1,2
229,49,49,8.22,10.22,0,1
229,57,57,4.67,6.67,0,1
229,46,49,8.22,10.22,1,2
229,52,53,4.44,8.44,1,2
229,48,49,5.33,10.22,1,2
230,54,57,4,6.67,1,2
230,48,49,8.67,10.22,1,2
230,46,49,5.78,10.22,1,2
230,57,57,3.33,6.67,0,1
230,54,57,4.67,6.67,0,1
230,56,57,5.11,6.67,0,1
230,52,53,6.89,8.44,0,1
230,53,53,6.44,8.44,0,1
230,50,53,4.89,8.44,0,1
230,56,57,3.56,6.67,0,1
230,53,53,4.22,8.44,0,1
230,49,49,5.11,10.22,0,1
230,50,53,6.44,8.44,0,1
230,49,49,8.22,10.22,0,1
230,57,57,4.67,6.67,0,1
230,46,49,8.22,10.22,0,1
230,52,53,4.44,8.44,0,1
230,48,49,5.33,10.22,0,1
231,54,57,4,6.67,0,1
231,48,49,8.67,10.22,1,2
231,46,49,5.78,10.22,1,2
231,57,57,3.33,6.67,0,1
231,54,57,4.67,6.67,0,1
231,56,57,5.11,6.67,0,1
231,52,53,6.89,8.44,0,1
231,53,53,6.44,8.44,0,1
231,50,53,4.89,8.44,1,2
231,56,57,3.56,6.67,0,1
231,53,53,4.22,8.44,0,1
231,49,49,5.11,10.22,0,1
231,50,53,6.44,8.44,1,2
231,49,49,8.22,10.22,0,1
231,57,57,4.67,6.67,0,1
231,46,49,8.22,10.22,1,2
231,52,53,4.44,8.44,0,1
231,48,49,5.33,10.22,0,1
232,53,53,4.22,8.44,0,1
232,54,57,4.67,6.67,0,1
232,49,49,5.11,10.22,1,2
232,57,57,4.67,6.67,0,1
232,48,49,5.33,10.22,0,1
232,54,57,4,6.67,1,2
232,48,49,8.67,10.22,0,1
232,52,53,4.44,8.44,0,1
232,52,53,6.89,8.44,0,1
232,56,57,5.11,6.67,0,1
232,49,49,8.22,10.22,0,1
232,46,49,8.22,10.22,0,1
232,57,57,3.33,6.67,0,1
232,50,53,4.89,8.44,0,1
232,56,57,3.56,6.67,0,1
232,53,53,6.44,8.44,0,1
232,50,53,6.44,8.44,0,1
232,46,49,5.78,10.22,0,1
233,54,57,4,6.67,0,1
233,48,49,8.67,10.22,0,1
233,46,49,5.78,10.22,0,1
233,57,57,3.33,6.67,0,1
233,54,57,4.67,6.67,0,1
233,56,57,5.11,6.67,0,1
233,52,53,6.89,8.44,0,1
233,53,53,6.44,8.44,0,1
233,50,53,4.89,8.44,0,1
233,56,57,3.56,6.67,0,1
233,53,53,4.22,8.44,0,1
233,49,49,5.11,10.22,0,1
233,50,53,6.44,8.44,0,1
233,49,49,8.22,10.22,0,1
233,57,57,4.67,6.67,0,1
233,46,49,8.22,10.22,0,1
233,52,53,4.44,8.44,0,1
233,48,49,5.33,10.22,0,1
234,54,57,4,6.67,0,1
234,48,49,8.67,10.22,0,1
234,46,49,5.78,10.22,0,1
234,57,57,3.33,6.67,0,1
234,54,57,4.67,6.67,1,2
234,56,57,5.11,6.67,1,2
234,52,53,6.89,8.44,0,1
234,53,53,6.44,8.44,0,1
234,50,53,4.89,8.44,0,1
234,56,57,3.56,6.67,0,1
234,53,53,4.22,8.44,0,1
234,49,49,5.11,10.22,0,1
234,50,53,6.44,8.44,0,1
234,49,49,8.22,10.22,0,1
234,57,57,4.67,6.67,0,1
234,46,49,8.22,10.22,0,1
234,52,53,4.44,8.44,0,1
234,48,49,5.33,10.22,0,1
235,54,57,4.67,6.67,0,1
235,53,53,4.22,8.44,0,1
235,49,49,8.22,10.22,0,1
235,46,49,5.78,10.22,0,1
235,53,53,6.44,8.44,0,1
235,52,53,4.44,8.44,0,1
235,54,57,4,6.67,0,1
235,57,57,3.33,6.67,0,1
235,56,57,5.11,6.67,1,2
235,50,53,4.89,8.44,1,2
235,48,49,8.67,10.22,0,1
235,49,49,5.11,10.22,1,2
235,56,57,3.56,6.67,0,1
235,50,53,6.44,8.44,1,2
235,57,57,4.67,6.67,0,1
235,46,49,8.22,10.22,1,2
235,48,49,5.33,10.22,0,1
235,52,53,6.89,8.44,0,1
236,49,49,5.11,10.22,1,2
236,53,53,4.22,8.44,0,1
236,56,57,3.56,6.67,0,1
236,48,49,8.67,10.22,1,2
236,50,53,4.89,8.44,0,1
236,52,53,6.89,8.44,1,2
236,46,49,8.22,10.22,1,2
236,56,57,5.11,6.67,1,2
236,49,49,8.22,10.22,1,2
236,57,57,3.33,6.67,0,1
236,53,53,6.44,8.44,0,1
236,46,49,5.78,10.22,0,1
236,57,57,4.67,6.67,0,1
236,48,49,5.33,10.22,0,1
236,54,57,4,6.67,1,2
236,52,53,4.44,8.44,0,1
236,50,53,6.44,8.44,1,2
236,54,57,4.67,6.67,0,1
237,53,53,4.22,8.44,0,1
237,54,57,4.67,6.67,1,2
237,49,49,5.11,10.22,1,2
237,57,57,4.67,6.67,0,1
237,48,49,5.33,10.22,1,2
237,54,57,4,6.67,1,2
237,48,49,8.67,10.22,0,1
237,52,53,4.44,8.44,1,2
237,52,53,6.89,8.44,1,2
237,56,57,5.11,6.67,0,1
237,49,49,8.22,10.22,0,1
237,46,49,8.22,10.22,0,1
237,57,57,3.33,6.67,0,1
237,50,53,4.89,8.44,0,1
237,56,57,3.56,6.67,0,1
237,53,53,6.44,8.44,0,1
237,50,53,6.44,8.44,1,2
237,46,49,5.78,10.22,1,2
238,54,57,4,6.67,0,1
238,48,49,8.67,10.22,1,2
238,46,49,5.78,10.22,0,1
238,57,57,3.33,6.67,0,1
238,54,57,4.67,6.67,1,2
238,56,57,5.11,6.67,1,2
238,52,53,6.89,8.44,1,2
238,53,53,6.44,8.44,0,1
238,50,53,4.89,8.44,0,1
238,56,57,3.56,6.67,0,1
238,53,53,4.22,8.44,0,1
238,49,49,5.11,10.22,0,1
238,50,53,6.44,8.44,1,2
238,49,49,8.22,10.22,1,2
238,57,57,4.67,6.67,1,2
238,46,49,8.22,10.22,1,2
238,52,53,4.44,8.44,1,2
238,48,49,5.33,10.22,0,1
239,48,49,5.33,10.22,0,1
239,50,53,4.89,8.44,0,1
239,52,53,6.89,8.44,0,1
239,52,53,4.44,8.44,1,2
239,53,53,4.22,8.44,0,1
239,53,53,6.44,8.44,0,1
239,56,57,3.56,6.67,0,1
239,56,57,5.11,6.67,0,1
239,49,49,8.22,10.22,0,1
239,49,49,5.11,10.22,0,1
239,57,57,3.33,6.67,0,1
239,54,57,4,6.67,0,1
239,54,57,4.67,6.67,0,1
239,57,57,4.67,6.67,0,1
239,48,49,8.67,10.22,0,1
239,46,49,8.22,10.22,0,1
239,50,53,6.44,8.44,0,1
239,46,49,5.78,10.22,0,1
240,54,57,4,6.67,0,1
240,48,49,8.67,10.22,1,2
240,46,49,5.78,10.22,0,1
240,57,57,3.33,6.67,1,2
240,54,57,4.67,6.67,1,2
240,56,57,5.11,6.67,0,1
240,52,53,6.89,8.44,0,1
240,53,53,6.44,8.44,0,1
240,50,53,4.89,8.44,0,1
240,56,57,3.56,6.67,0,1
240,53,53,4.22,8.44,0,1
240,49,49,5.11,10.22,0,1
240,50,53,6.44,8.44,0,1
240,49,49,8.22,10.22,0,1
240,57,57,4.67,6.67,0,1
240,46,49,8.22,10.22,0,1
240,52,53,4.44,8.44,0,1
240,48,49,5.33,10.22,0,1
241,53,53,4.22,8.44,0,1
241,54,57,4.67,6.67,1,2
241,49,49,5.11,10.22,0,1
241,57,57,4.67,6.67,1,2
241,48,49,5.33,10.22,0,1
241,54,57,4,6.67,0,1
241,48,49,8.67,10.22,1,2
241,52,53,4.44,8.44,0,1
241,52,53,6.89,8.44,1,2
241,56,57,5.11,6.67,1,2
241,49,49,8.22,10.22,1,2
241,46,49,8.22,10.22,1,2
241,57,57,3.33,6.67,0,1
241,50,53,4.89,8.44,0,1
241,56,57,3.56,6.67,0,1
241,53,53,6.44,8.44,0,1
241,50,53,6.44,8.44,1,2
241,46,49,5.78,10.22,0,1
242,54,57,4,6.67,0,1
242,48,49,8.67,10.22,0,1
242,46,49,5.78,10.22,0,1
242,57,57,3.33,6.67,0,1
242,54,57,4.67,6.67,1,2
242,56,57,5.11,6.67,1,2
242,52,53,6.89,8.44,1,2
242,53,53,6.44,8.44,1,2
242,50,53,4.89,8.44,1,2
242,56,57,3.56,6.67,0,1
242,53,53,4.22,8.44,0,1
242,49,49,5.11,10.22,0,1
242,50,53,6.44,8.44,1,2
242,49,49,8.22,10.22,1,2
242,57,57,4.67,6.67,1,2
242,46,49,8.22,10.22,1,2
242,52,53,4.44,8.44,1,2
242,48,49,5.33,10.22,0,1
243,54,57,4,6.67,0,1
243,48,49,8.67,10.22,1,2
243,46,49,5.78,10.22,0,1
243,57,57,3.33,6.67,0,1
243,54,57,4.67,6.67,0,1
243,56,57,5.11,6.67,0,1
243,52,53,6.89,8.44,0,1
243,53,53,6.44,8.44,0,1
243,50,53,4.89,8.44,1,2
243,56,57,3.56,6.67,0,1
243,53,53,4.22,8.44,0,1
243,49,49,5.11,10.22,0,1
243,50,53,6.44,8.44,0,1
243,49,49,8.22,10.22,0,1
243,57,57,4.67,6.67,0,1
243,46,49,8.22,10.22,1,2
243,52,53,4.44,8.44,0,1
243,48,49,5.33,10.22,0,1
244,56,57,3.56,6.67,0,1
244,49,49,8.22,10.22,1,2
244,49,49,5.11,10.22,0,1
244,48,49,5.33,10.22,0,1
244,48,49,8.67,10.22,1,2
244,46,49,8.22,10.22,0,1
244,50,53,6.44,8.44,0,1
244,53,53,4.22,8.44,0,1
244,57,57,3.33,6.67,0,1
244,46,49,5.78,10.22,0,1
244,52,53,6.89,8.44,1,2
244,53,53,6.44,8.44,0,1
244,50,53,4.89,8.44,0,1
244,56,57,5.11,6.67,0,1
244,54,57,4,6.67,0,1
244,52,53,4.44,8.44,0,1
244,54,57,4.67,6.67,1,2
244,57,57,4.67,6.67,1,2
245,54,57,4,6.67,0,1
245,48,49,8.67,10.22,1,2
245,46,49,5.78,10.22,0,1
245,57,57,3.33,6.67,0,1
245,54,57,4.67,6.67,0,1
245,56,57,5.11,6.67,0,1
245,52,53,6.89,8.44,1,2
245,53,53,6.44,8.44,0,1
245,50,53,4.89,8.44,0,1
245,56,57,3.56,6.67,0,1
245,53,53,4.22,8.44,0,1
245,49,49,5.11,10.22,0,1
245,50,53,6.44,8.44,1,2
245,49,49,8.22,10.22,0,1
245,57,57,4.67,6.67,0,1
245,46,49,8.22,10.22,1,2
245,52,53,4.44,8.44,0,1
245,48,49,5.33,10.22,0,1
246,53,53,4.22,8.44,0,1
246,54,57,4.67,6.67,1,2
246,49,49,5.11,10.22,0,1
246,57,57,4.67,6.67,0,1
246,48,49,5.33,10.22,1,2
246,54,57,4,6.67,1,2
246,48,49,8.67,10.22,1,2
246,52,53,4.44,8.44,0,1
246,52,53,6.89,8.44,0,1
246,56,57,5.11,6.67,0,1
246,49,49,8.22,10.22,0,1
246,46,49,8.22,10.22,0,1
246,57,57,3.33,6.67,1,2
246,50,53,4.89,8.44,0,1
246,56,57,3.56,6.67,0,1
246,53,53,6.44,8.44,0,1
246,50,53,6.44,8.44,1,2
246,46,49,5.78,10.22,0,1
247,54,57,4.67,6.67,0,1
247,48,49,8.67,10.22,1,2
247,54,57,4,6.67,0,1
247,53,53,4.22,8.44,0,1
247,57,57,3.33,6.67,0,1
247,56,57,5.11,6.67,0,1
247,57,57,4.67,6.67,1,2
247,53,53,6.44,8.44,0,1
247,52,53,6.89,8.44,1,2
247,46,49,8.22,10.22,1,2
247,48,49,5.33,10.22,0,1
247,52,53,4.44,8.44,0,1
247,50,53,6.44,8.44,1,2
247,49,49,5.11,10.22,1,2
247,46,49,5.78,10.22,1,2
247,49,49,8.22,10.22,0,1
247,56,57,3.56,6.67,0,1
247,50,53,4.89,8.44,1,2
248,53,53,4.22,8.44,0,1
248,56,57,3.56,6.67,0,1
248,49,49,8.22,10.22,0,1
248,49,49,5.11,10.22,0,1
248,50,53,4.89,8.44,1,2
248,46,49,5.78,10.22,0,1
248,56,57,5.11,6.67,1,2
248,48,49,8.67,10.22,0,1
248,48,49,5.33,10.22,0,1
248,52,53,6.89,8.44,0,1
248,57,57,3.33,6.67,0,1
248,50,53,6.44,8.44,1,2
248,57,57,4.67,6.67,1,2
248,54,57,4.67,6.67,1,2
248,52,53,4.44,8.44,0,1
248,53,53,6.44,8.44,0,1
248,46,49,8.22,10.22,1,2
248,54,57,4,6.67,1,2
249,54,57,4,6.67,0,1
249,48,49,8.67,10.22,1,2
249,46,49,5.78,10.22,0,1
249,57,57,3.33,6.67,0,1
249,54,57,4.67,6.67,1,2
249,56,57,5.11,6.67,0,1
249,52,53,6.89,8.44,0,1
249,53,53,6.44,8.44,0,1
249,50,53,4.89,8.44,1,2
249,56,57,3.56,6.67,0,1
249,53,53,4.22,8.44,1,2
249,49,49,5.11,10.22,1,2
249,50,53,6.44,8.44,0,1
249,49,49,8.22,10.22,0,1
249,57,57,4.67,6.67,0,1
249,46,49,8.22,10.22,1,2
249,52,53,4.44,8.44,0,1
249,48,49,5.33,10.22,0,1
250,50,53,6.44,8.44,0,1
250,49,49,8.22,10.22,0,1
250,54,57,4,6.67,1,2
250,53,53,6.44,8.44,0,1
250,46,49,8.22,10.22,1,2
250,57,57,3.33,6.67,0,1
250,49,49,5.11,10.22,0,1
250,50,53,4.89,8.44,0,1
250,48,49,8.67,10.22,0,1
250,46,49,5.78,10.22,0,1
250,52,53,4.44,8.44,0,1
250,56,57,5.11,6.67,1,2
250,53,53,4.22,8.44,0,1
250,52,53,6.89,8.44,0,1
250,54,57,4.67,6.67,0,1
250,57,57,4.67,6.67,0,1
250,56,57,3.56,6.67,0,1
250,48,49,5.33,10.22,0,1
251,53,53,4.22,8.44,0,1
251,54,57,4.67,6.67,0,1
251,49,49,5.11,10.22,0,1
251,57,57,4.67,6.67,0,1
251,48,49,5.33,10.22,0,1
251,54,57,4,6.67,0,1
251,48,49,8.67,10.22,0,1
251,52,53,4.44,8.44,0,1
251,52,53,6.89,8.44,0,1
251,56,57,5.11,6.67,0,1
251,49,49,8.22,10.22,0,1
251,46,49,8.22,10.22,1,2
251,57,57,3.33,6.67,0,1
251,50,53,4.89,8.44,0,1
251,56,57,3.56,6.67,0,1
251,53,53,6.44,8.44,0,1
251,50,53,6.44,8.44,1,2
251,46,49,5.78,10.22,0,1
252,54,57,4,6.67,0,1
252,48,49,8.67,10.22,0,1
252,46,49,5.78,10.22,1,2
252,57,57,3.33,6.67,0,1
252,54,57,4.67,6.67,0,1
252,56,57,5.11,6.67,0,1
252,52,53,6.89,8.44,0,1
252,53,53,6.44,8.44,0,1
252,50,53,4.89,8.44,0,1
252,56,57,3.56,6.67,0,1
252,53,53,4.22,8.44,0,1
252,49,49,5.11,10.22,0,1
252,50,53,6.44,8.44,0,1
252,49,49,8.22,10.22,0,1
252,57,57,4.67,6.67,0,1
252,46,49,8.22,10.22,1,2
252,52,53,4.44,8.44,0,1
252,48,49,5.33,10.22,0,1
259,53,53,4.22,8.44,0,1
259,54,57,4.67,6.67,1,2
259,49,49,5.11,10.22,0,1
259,57,57,4.67,6.67,0,1
259,48,49,5.33,10.22,0,1
259,54,57,4,6.67,0,1
259,48,49,8.67,10.22,0,1
259,52,53,4.44,8.44,0,1
259,52,53,6.89,8.44,0,1
259,56,57,5.11,6.67,0,1
259,49,49,8.22,10.22,0,1
259,46,49,8.22,10.22,0,1
259,57,57,3.33,6.67,0,1
259,50,53,4.89,8.44,0,1
259,56,57,3.56,6.67,0,1
259,53,53,6.44,8.44,0,1
259,50,53,6.44,8.44,0,1
259,46,49,5.78,10.22,0,1
